
0it [00:00, ?it/s]
 75%|███████▍  | 3553/4744 [07:32<02:47,  7.09it/s]
 75%|███████▍  | 3554/4744 [07:33<02:46,  7.13it/s]
 75%|███████▍  | 3555/4744 [07:33<02:44,  7.23it/s]
 75%|███████▍  | 3556/4744 [07:33<02:44,  7.24it/s]
 75%|███████▍  | 3557/4744 [07:33<02:43,  7.28it/s]
 75%|███████▌  | 3558/4744 [07:33<02:40,  7.39it/s]
 75%|███████▌  | 3559/4744 [07:33<02:38,  7.46it/s]
 75%|███████▌  | 3560/4744 [07:33<02:37,  7.53it/s]
 75%|███████▌  | 3561/4744 [07:33<02:44,  7.19it/s]
 75%|███████▌  | 3562/4744 [07:34<02:49,  6.96it/s]
 75%|███████▌  | 3563/4744 [07:34<02:47,  7.07it/s]
 75%|███████▌  | 3564/4744 [07:34<02:44,  7.17it/s]
 75%|███████▌  | 3565/4744 [07:34<02:46,  7.09it/s]
 75%|███████▌  | 3567/4744 [07:34<02:38,  7.44it/s]
 75%|███████▌  | 3568/4744 [07:34<02:39,  7.35it/s]
 75%|███████▌  | 3569/4744 [07:35<02:45,  7.10it/s]
 75%|███████▌  | 3570/4744 [07:35<02:58,  6.58it/s]
 75%|███████▌  | 3571/4744 [07:35<02:59,  6.54it/s]
 75%|███████▌  | 3572/4744 [07:35<02:56,  6.62it/s]
 75%|███████▌  | 3573/4744 [07:35<02:54,  6.72it/s]
 75%|███████▌  | 3574/4744 [07:35<02:53,  6.76it/s]
 75%|███████▌  | 3575/4744 [07:35<02:48,  6.95it/s]
 75%|███████▌  | 3576/4744 [07:36<02:46,  6.99it/s]
 75%|███████▌  | 3577/4744 [07:36<02:50,  6.85it/s]
 75%|███████▌  | 3578/4744 [07:36<02:52,  6.77it/s]
 75%|███████▌  | 3579/4744 [07:36<02:57,  6.57it/s]
 75%|███████▌  | 3580/4744 [07:36<02:56,  6.61it/s]
 75%|███████▌  | 3581/4744 [07:36<02:49,  6.84it/s]
 76%|███████▌  | 3582/4744 [07:36<02:45,  7.03it/s]
 76%|███████▌  | 3584/4744 [07:37<02:32,  7.60it/s]
 76%|███████▌  | 3585/4744 [07:37<02:35,  7.45it/s]
 76%|███████▌  | 3586/4744 [07:37<02:33,  7.53it/s]
 76%|███████▌  | 3587/4744 [07:37<02:33,  7.53it/s]
 76%|███████▌  | 3588/4744 [07:37<02:40,  7.21it/s]
 76%|███████▌  | 3589/4744 [07:37<02:51,  6.75it/s]
 76%|███████▌  | 3590/4744 [07:38<03:03,  6.30it/s]
 76%|███████▌  | 3591/4744 [07:38<03:09,  6.09it/s]
 76%|███████▌  | 3592/4744 [07:38<03:01,  6.36it/s]
 76%|███████▌  | 3593/4744 [07:38<02:56,  6.54it/s]
 76%|███████▌  | 3594/4744 [07:38<03:00,  6.38it/s]
 76%|███████▌  | 3595/4744 [07:38<02:48,  6.81it/s]
 76%|███████▌  | 3596/4744 [07:39<02:52,  6.65it/s]
 76%|███████▌  | 3597/4744 [07:39<03:05,  6.18it/s]
 76%|███████▌  | 3598/4744 [07:39<02:55,  6.54it/s]
 76%|███████▌  | 3599/4744 [07:39<02:44,  6.97it/s]
 76%|███████▌  | 3600/4744 [07:39<02:53,  6.58it/s]
 76%|███████▌  | 3601/4744 [07:39<02:43,  6.99it/s]
 76%|███████▌  | 3602/4744 [07:39<02:38,  7.20it/s]
 76%|███████▌  | 3603/4744 [07:40<02:46,  6.86it/s]
 76%|███████▌  | 3605/4744 [07:40<02:35,  7.31it/s]
 76%|███████▌  | 3606/4744 [07:40<02:47,  6.80it/s]
 76%|███████▌  | 3607/4744 [07:40<02:40,  7.10it/s]
 76%|███████▌  | 3608/4744 [07:40<02:45,  6.88it/s]
 76%|███████▌  | 3609/4744 [07:40<02:44,  6.91it/s]
 76%|███████▌  | 3610/4744 [07:40<02:38,  7.14it/s]
 76%|███████▌  | 3611/4744 [07:41<02:53,  6.53it/s]
 76%|███████▌  | 3612/4744 [07:41<02:59,  6.32it/s]
 76%|███████▌  | 3613/4744 [07:41<02:51,  6.61it/s]
 76%|███████▌  | 3614/4744 [07:41<03:01,  6.24it/s]
 76%|███████▌  | 3615/4744 [07:41<02:52,  6.54it/s]
 76%|███████▌  | 3616/4744 [07:41<02:45,  6.81it/s]
 76%|███████▌  | 3617/4744 [07:42<02:58,  6.31it/s]
 76%|███████▋  | 3618/4744 [07:42<02:57,  6.35it/s]
 76%|███████▋  | 3619/4744 [07:42<02:45,  6.81it/s]
 76%|███████▋  | 3620/4744 [07:42<02:45,  6.78it/s]
 76%|███████▋  | 3621/4744 [07:42<02:48,  6.65it/s]
 76%|███████▋  | 3622/4744 [07:42<02:42,  6.89it/s]
 76%|███████▋  | 3623/4744 [07:43<02:48,  6.65it/s]
 76%|███████▋  | 3624/4744 [07:43<02:49,  6.62it/s]
 76%|███████▋  | 3625/4744 [07:43<02:42,  6.89it/s]
 76%|███████▋  | 3626/4744 [07:43<02:43,  6.85it/s]
 76%|███████▋  | 3627/4744 [07:43<02:43,  6.82it/s]
 76%|███████▋  | 3628/4744 [07:43<02:38,  7.03it/s]
 76%|███████▋  | 3629/4744 [07:43<02:30,  7.41it/s]
 77%|███████▋  | 3630/4744 [07:44<02:44,  6.77it/s]
 77%|███████▋  | 3631/4744 [07:44<02:47,  6.66it/s]
 77%|███████▋  | 3632/4744 [07:44<02:39,  6.99it/s]
 77%|███████▋  | 3633/4744 [07:44<02:45,  6.73it/s]
 77%|███████▋  | 3634/4744 [07:44<02:34,  7.20it/s]
 77%|███████▋  | 3635/4744 [07:44<02:41,  6.89it/s]
 77%|███████▋  | 3636/4744 [07:44<02:47,  6.62it/s]
 77%|███████▋  | 3637/4744 [07:45<02:49,  6.54it/s]
 77%|███████▋  | 3638/4744 [07:45<02:41,  6.84it/s]
 77%|███████▋  | 3639/4744 [07:45<02:47,  6.59it/s]
 77%|███████▋  | 3640/4744 [07:45<02:42,  6.80it/s]
 77%|███████▋  | 3641/4744 [07:45<02:46,  6.62it/s]
 77%|███████▋  | 3642/4744 [07:45<02:36,  7.05it/s]
 77%|███████▋  | 3643/4744 [07:45<02:32,  7.20it/s]
 77%|███████▋  | 3644/4744 [07:46<02:30,  7.32it/s]
 77%|███████▋  | 3645/4744 [07:46<02:27,  7.45it/s]
 77%|███████▋  | 3646/4744 [07:46<02:25,  7.57it/s]
 77%|███████▋  | 3647/4744 [07:46<02:23,  7.63it/s]
 77%|███████▋  | 3648/4744 [07:46<02:23,  7.66it/s]
 77%|███████▋  | 3650/4744 [07:46<02:15,  8.05it/s]
 77%|███████▋  | 3651/4744 [07:46<02:16,  7.99it/s]
 77%|███████▋  | 3652/4744 [07:47<02:16,  8.02it/s]
 77%|███████▋  | 3653/4744 [07:47<02:19,  7.81it/s]
 77%|███████▋  | 3654/4744 [07:47<02:20,  7.78it/s]
 77%|███████▋  | 3655/4744 [07:47<02:18,  7.88it/s]
 77%|███████▋  | 3656/4744 [07:47<02:19,  7.81it/s]
 77%|███████▋  | 3657/4744 [07:47<02:23,  7.60it/s]
 77%|███████▋  | 3658/4744 [07:47<02:27,  7.36it/s]
 77%|███████▋  | 3659/4744 [07:47<02:25,  7.47it/s]
 77%|███████▋  | 3660/4744 [07:48<02:33,  7.07it/s]
 77%|███████▋  | 3661/4744 [07:48<02:38,  6.83it/s]
 77%|███████▋  | 3662/4744 [07:48<02:42,  6.64it/s]
 77%|███████▋  | 3663/4744 [07:48<02:33,  7.03it/s]
 77%|███████▋  | 3664/4744 [07:48<02:27,  7.31it/s]
 77%|███████▋  | 3665/4744 [07:48<02:25,  7.41it/s]
 77%|███████▋  | 3666/4744 [07:48<02:21,  7.61it/s]
 77%|███████▋  | 3667/4744 [07:49<02:20,  7.68it/s]
 77%|███████▋  | 3668/4744 [07:49<02:22,  7.55it/s]
 77%|███████▋  | 3669/4744 [07:49<02:26,  7.34it/s]
 77%|███████▋  | 3670/4744 [07:49<02:28,  7.23it/s]
 77%|███████▋  | 3671/4744 [07:49<02:27,  7.26it/s]
 77%|███████▋  | 3672/4744 [07:49<02:22,  7.52it/s]
 77%|███████▋  | 3673/4744 [07:49<02:20,  7.61it/s]
 77%|███████▋  | 3674/4744 [07:49<02:20,  7.63it/s]
 77%|███████▋  | 3675/4744 [07:50<02:29,  7.14it/s]
 77%|███████▋  | 3676/4744 [07:50<02:27,  7.22it/s]
 78%|███████▊  | 3677/4744 [07:50<02:28,  7.18it/s]
 78%|███████▊  | 3678/4744 [07:50<02:26,  7.26it/s]
 78%|███████▊  | 3679/4744 [07:50<02:22,  7.45it/s]
 78%|███████▊  | 3680/4744 [07:50<02:19,  7.65it/s]
 78%|███████▊  | 3681/4744 [07:50<02:15,  7.84it/s]
 78%|███████▊  | 3682/4744 [07:51<02:18,  7.65it/s]
 78%|███████▊  | 3683/4744 [07:51<02:18,  7.68it/s]
 78%|███████▊  | 3684/4744 [07:51<02:17,  7.69it/s]
 78%|███████▊  | 3685/4744 [07:51<02:36,  6.78it/s]
 78%|███████▊  | 3686/4744 [07:51<02:47,  6.33it/s]
 78%|███████▊  | 3687/4744 [07:51<02:46,  6.34it/s]
 78%|███████▊  | 3688/4744 [07:52<02:44,  6.43it/s]
 78%|███████▊  | 3689/4744 [07:52<02:33,  6.86it/s]
 78%|███████▊  | 3690/4744 [07:52<02:27,  7.13it/s]
 78%|███████▊  | 3691/4744 [07:52<02:27,  7.12it/s]
 78%|███████▊  | 3692/4744 [07:52<02:34,  6.82it/s]
 78%|███████▊  | 3693/4744 [07:52<02:38,  6.65it/s]
 78%|███████▊  | 3694/4744 [07:52<02:43,  6.41it/s]
 78%|███████▊  | 3695/4744 [07:53<02:38,  6.62it/s]
 78%|███████▊  | 3696/4744 [07:53<02:36,  6.70it/s]
 78%|███████▊  | 3697/4744 [07:53<02:31,  6.93it/s]
 78%|███████▊  | 3698/4744 [07:53<02:22,  7.33it/s]
 78%|███████▊  | 3699/4744 [07:53<02:16,  7.64it/s]
 78%|███████▊  | 3700/4744 [07:53<02:11,  7.94it/s]
 78%|███████▊  | 3701/4744 [07:53<02:08,  8.14it/s]
 78%|███████▊  | 3702/4744 [07:53<02:06,  8.23it/s]
 78%|███████▊  | 3703/4744 [07:54<02:08,  8.09it/s]
 78%|███████▊  | 3704/4744 [07:54<02:09,  8.03it/s]
 78%|███████▊  | 3705/4744 [07:54<02:15,  7.66it/s]
 78%|███████▊  | 3706/4744 [07:54<02:20,  7.40it/s]
 78%|███████▊  | 3707/4744 [07:54<02:27,  7.03it/s]
 78%|███████▊  | 3708/4744 [07:54<02:37,  6.57it/s]
 78%|███████▊  | 3709/4744 [07:54<02:39,  6.50it/s]
 78%|███████▊  | 3710/4744 [07:55<02:38,  6.53it/s]
 78%|███████▊  | 3711/4744 [07:55<02:40,  6.42it/s]
 78%|███████▊  | 3712/4744 [07:55<02:47,  6.16it/s]
 78%|███████▊  | 3713/4744 [07:55<02:28,  6.95it/s]
 78%|███████▊  | 3714/4744 [07:55<02:33,  6.70it/s]
 78%|███████▊  | 3715/4744 [07:55<02:31,  6.80it/s]
 78%|███████▊  | 3716/4744 [07:55<02:35,  6.62it/s]
 78%|███████▊  | 3717/4744 [07:56<02:32,  6.75it/s]
 78%|███████▊  | 3718/4744 [07:56<02:29,  6.85it/s]
 78%|███████▊  | 3719/4744 [07:56<02:26,  7.00it/s]
 78%|███████▊  | 3720/4744 [07:56<02:29,  6.84it/s]
 78%|███████▊  | 3721/4744 [07:56<03:06,  5.49it/s]
 78%|███████▊  | 3722/4744 [07:56<02:57,  5.75it/s]
 78%|███████▊  | 3723/4744 [07:57<02:55,  5.81it/s]
 78%|███████▊  | 3724/4744 [07:57<02:59,  5.69it/s]
 79%|███████▊  | 3725/4744 [07:57<03:06,  5.48it/s]
 79%|███████▊  | 3726/4744 [07:57<02:58,  5.69it/s]
 79%|███████▊  | 3727/4744 [07:57<02:57,  5.74it/s]
 79%|███████▊  | 3728/4744 [07:58<03:11,  5.30it/s]
 79%|███████▊  | 3729/4744 [07:58<03:15,  5.20it/s]
 79%|███████▊  | 3730/4744 [07:58<03:14,  5.22it/s]
 79%|███████▊  | 3731/4744 [07:58<03:14,  5.21it/s]
 79%|███████▊  | 3732/4744 [07:58<03:07,  5.41it/s]
 79%|███████▊  | 3733/4744 [07:58<02:51,  5.89it/s]
 79%|███████▊  | 3734/4744 [07:59<02:44,  6.16it/s]
 79%|███████▊  | 3735/4744 [07:59<02:39,  6.33it/s]
 79%|███████▉  | 3736/4744 [07:59<02:37,  6.42it/s]
 79%|███████▉  | 3737/4744 [07:59<02:34,  6.52it/s]
 79%|███████▉  | 3738/4744 [07:59<02:30,  6.68it/s]
 79%|███████▉  | 3739/4744 [07:59<02:27,  6.80it/s]
 79%|███████▉  | 3740/4744 [07:59<02:29,  6.71it/s]
 79%|███████▉  | 3741/4744 [08:00<02:19,  7.19it/s]
 79%|███████▉  | 3742/4744 [08:00<02:12,  7.55it/s]
 79%|███████▉  | 3743/4744 [08:00<02:07,  7.84it/s]
 79%|███████▉  | 3744/4744 [08:00<02:09,  7.72it/s]
 79%|███████▉  | 3745/4744 [08:00<02:18,  7.21it/s]
 79%|███████▉  | 3746/4744 [08:00<02:26,  6.79it/s]
 79%|███████▉  | 3747/4744 [08:00<02:34,  6.47it/s]
 79%|███████▉  | 3748/4744 [08:01<02:42,  6.14it/s]
 79%|███████▉  | 3749/4744 [08:01<02:39,  6.25it/s]
 79%|███████▉  | 3750/4744 [08:01<02:37,  6.30it/s]
 79%|███████▉  | 3751/4744 [08:01<02:41,  6.16it/s]
 79%|███████▉  | 3752/4744 [08:01<02:46,  5.97it/s]
 79%|███████▉  | 3753/4744 [08:01<02:32,  6.48it/s]
 79%|███████▉  | 3754/4744 [08:02<02:28,  6.67it/s]
 79%|███████▉  | 3755/4744 [08:02<02:27,  6.69it/s]
 79%|███████▉  | 3756/4744 [08:02<02:17,  7.16it/s]
 79%|███████▉  | 3757/4744 [08:02<02:19,  7.06it/s]
 79%|███████▉  | 3758/4744 [08:02<02:23,  6.89it/s]
 79%|███████▉  | 3759/4744 [08:02<02:26,  6.73it/s]
 79%|███████▉  | 3760/4744 [08:02<02:24,  6.81it/s]
 79%|███████▉  | 3761/4744 [08:03<02:26,  6.70it/s]
 79%|███████▉  | 3762/4744 [08:03<02:28,  6.62it/s]
 79%|███████▉  | 3763/4744 [08:03<02:26,  6.69it/s]
 79%|███████▉  | 3764/4744 [08:03<02:31,  6.48it/s]
 79%|███████▉  | 3765/4744 [08:03<02:33,  6.38it/s]
 79%|███████▉  | 3766/4744 [08:03<02:27,  6.65it/s]
 79%|███████▉  | 3767/4744 [08:04<02:26,  6.65it/s]
 79%|███████▉  | 3768/4744 [08:04<02:20,  6.97it/s]
 79%|███████▉  | 3769/4744 [08:04<02:34,  6.31it/s]
 79%|███████▉  | 3770/4744 [08:04<02:32,  6.38it/s]
 79%|███████▉  | 3771/4744 [08:04<02:26,  6.64it/s]
 80%|███████▉  | 3772/4744 [08:04<02:22,  6.81it/s]
 80%|███████▉  | 3773/4744 [08:04<02:18,  7.02it/s]
 80%|███████▉  | 3774/4744 [08:05<02:12,  7.32it/s]
 80%|███████▉  | 3775/4744 [08:05<02:06,  7.67it/s]
 80%|███████▉  | 3776/4744 [08:05<02:06,  7.65it/s]
 80%|███████▉  | 3777/4744 [08:05<02:00,  8.05it/s]
 80%|███████▉  | 3778/4744 [08:05<02:00,  7.99it/s]
 80%|███████▉  | 3779/4744 [08:05<02:01,  7.92it/s]
 80%|███████▉  | 3780/4744 [08:05<02:00,  8.02it/s]
 80%|███████▉  | 3781/4744 [08:05<02:02,  7.84it/s]
 80%|███████▉  | 3782/4744 [08:06<02:07,  7.57it/s]
 80%|███████▉  | 3783/4744 [08:06<02:12,  7.27it/s]
 80%|███████▉  | 3784/4744 [08:06<02:15,  7.08it/s]
 80%|███████▉  | 3785/4744 [08:06<02:18,  6.92it/s]
 80%|███████▉  | 3787/4744 [08:06<02:09,  7.42it/s]
 80%|███████▉  | 3788/4744 [08:06<02:12,  7.20it/s]
 80%|███████▉  | 3789/4744 [08:06<02:12,  7.21it/s]
 80%|███████▉  | 3790/4744 [08:07<02:22,  6.71it/s]
 80%|███████▉  | 3791/4744 [08:07<02:29,  6.36it/s]
 80%|███████▉  | 3792/4744 [08:07<02:29,  6.35it/s]
 80%|███████▉  | 3793/4744 [08:07<02:31,  6.30it/s]
 80%|███████▉  | 3794/4744 [08:07<02:30,  6.30it/s]
 80%|███████▉  | 3795/4744 [08:07<02:27,  6.42it/s]
 80%|████████  | 3796/4744 [08:08<02:34,  6.13it/s]
 80%|████████  | 3797/4744 [08:08<02:41,  5.87it/s]
 80%|████████  | 3798/4744 [08:08<02:42,  5.81it/s]
 80%|████████  | 3799/4744 [08:08<02:37,  5.99it/s]
 80%|████████  | 3800/4744 [08:08<02:38,  5.97it/s]
 80%|████████  | 3801/4744 [08:09<02:41,  5.83it/s]
 80%|████████  | 3802/4744 [08:09<02:35,  6.06it/s]
 80%|████████  | 3803/4744 [08:09<02:29,  6.29it/s]
 80%|████████  | 3804/4744 [08:09<02:28,  6.33it/s]
 80%|████████  | 3805/4744 [08:09<02:26,  6.42it/s]
 80%|████████  | 3806/4744 [08:09<02:22,  6.59it/s]
 80%|████████  | 3807/4744 [08:09<02:20,  6.69it/s]
 80%|████████  | 3808/4744 [08:10<02:24,  6.46it/s]
 80%|████████  | 3809/4744 [08:10<02:22,  6.55it/s]
 80%|████████  | 3810/4744 [08:10<02:21,  6.60it/s]
 80%|████████  | 3811/4744 [08:10<02:44,  5.66it/s]
 80%|████████  | 3812/4744 [08:10<02:47,  5.55it/s]
 80%|████████  | 3813/4744 [08:10<02:43,  5.68it/s]
 80%|████████  | 3814/4744 [08:11<02:34,  6.03it/s]
 80%|████████  | 3815/4744 [08:11<02:28,  6.25it/s]
 80%|████████  | 3816/4744 [08:11<02:31,  6.13it/s]
 80%|████████  | 3817/4744 [08:11<02:29,  6.19it/s]
 80%|████████  | 3818/4744 [08:11<02:21,  6.52it/s]
 81%|████████  | 3819/4744 [08:11<02:16,  6.78it/s]
 81%|████████  | 3820/4744 [08:11<02:15,  6.84it/s]
 81%|████████  | 3821/4744 [08:12<02:15,  6.81it/s]
 81%|████████  | 3822/4744 [08:12<02:14,  6.88it/s]
 81%|████████  | 3823/4744 [08:12<02:15,  6.81it/s]
 81%|████████  | 3824/4744 [08:12<02:06,  7.25it/s]
 81%|████████  | 3825/4744 [08:12<02:02,  7.48it/s]
